frame,time,object_contact_event,hand_mug_contact_state,nearest_articraft_part,semantic_contact_part,active_label,vlm_visibility,vlm_hand_contact_part,vlm_handle_contact,use_this_point_for_hand_attachment,use_previous_grasp_for_hand_attachment,rim_drinking_contact,frame_mode,stable_grasp_local_x,stable_grasp_local_y,stable_grasp_local_z,stable_grasp_conf,stable_grasp_source_frame,stable_grasp_object_part,stable_grasp_object_region,stable_grasp_hand_side,stable_grasp_primary_finger,stable_grasp_fingers,stable_grasp_type,vlm_keyframe_source_frame,vlm_keyframe_object_part,vlm_keyframe_object_region,vlm_keyframe_primary_finger,vlm_keyframe_contact_fingers,vlm_keyframe_grasp_type,current_candidate_local_x,current_candidate_local_y,current_candidate_local_z,hand_to_object_contact_px,hand_contact_3d_gap_m,hand_object_z_gap_m,hand_depth_alignment_needed,vlm_contact_gate,reason
159,6.583333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.656,0.277575,0.274129,1,,hidden/occluded/misaligned frame keeps previous stable grasp
160,6.625000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.857,0.277576,0.274040,1,,hidden/occluded/misaligned frame keeps previous stable grasp
161,6.666667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.221,0.202111,0.196069,1,,hidden/occluded/misaligned frame keeps previous stable grasp
162,6.708333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.579,0.203782,0.197546,1,,hidden/occluded/misaligned frame keeps previous stable grasp
163,6.750000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.561,0.204732,0.198528,1,,hidden/occluded/misaligned frame keeps previous stable grasp
164,6.791667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.420,0.207777,0.201740,1,,hidden/occluded/misaligned frame keeps previous stable grasp
165,6.833333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.979,0.213046,0.207405,1,,hidden/occluded/misaligned frame keeps previous stable grasp
166,6.875000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.646,0.217813,0.212477,1,,hidden/occluded/misaligned frame keeps previous stable grasp
167,6.916667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.388,0.221326,0.216211,1,,hidden/occluded/misaligned frame keeps previous stable grasp
168,6.958333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.183,0.222230,0.217246,1,,hidden/occluded/misaligned frame keeps previous stable grasp
169,7.000000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,15.918,0.223401,0.218566,1,,hidden/occluded/misaligned frame keeps previous stable grasp
170,7.041667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.830,0.218348,0.213486,1,,hidden/occluded/misaligned frame keeps previous stable grasp
171,7.083333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.793,0.217023,0.212153,1,,hidden/occluded/misaligned frame keeps previous stable grasp
172,7.125000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.628,0.214836,0.210014,1,,hidden/occluded/misaligned frame keeps previous stable grasp
173,7.166667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.506,0.214173,0.209403,1,,hidden/occluded/misaligned frame keeps previous stable grasp
174,7.208333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.460,0.213652,0.208893,1,,hidden/occluded/misaligned frame keeps previous stable grasp
175,7.250000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.348,0.214011,0.209321,1,,hidden/occluded/misaligned frame keeps previous stable grasp
176,7.291667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.297,0.215591,0.210955,1,,hidden/occluded/misaligned frame keeps previous stable grasp
177,7.333333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.220,0.217342,0.212778,1,,hidden/occluded/misaligned frame keeps previous stable grasp
178,7.375000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.235,0.218830,0.214281,1,,hidden/occluded/misaligned frame keeps previous stable grasp
179,7.416667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.214,0.219331,0.214800,1,,hidden/occluded/misaligned frame keeps previous stable grasp
180,7.458333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.205,0.219161,0.214629,1,,hidden/occluded/misaligned frame keeps previous stable grasp
181,7.500000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.271,0.216731,0.212116,1,,hidden/occluded/misaligned frame keeps previous stable grasp
182,7.541667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.304,0.213515,0.208820,1,,hidden/occluded/misaligned frame keeps previous stable grasp
183,7.583333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.343,0.209169,0.204368,1,,hidden/occluded/misaligned frame keeps previous stable grasp
184,7.625000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.710,0.204052,0.198931,1,,hidden/occluded/misaligned frame keeps previous stable grasp
185,7.666667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.455,0.199371,0.194296,1,,hidden/occluded/misaligned frame keeps previous stable grasp
186,7.708333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.725,0.195577,0.190247,1,,hidden/occluded/misaligned frame keeps previous stable grasp
187,7.750000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.380,0.194123,0.188970,1,,hidden/occluded/misaligned frame keeps previous stable grasp
188,7.791667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.623,0.192291,0.187557,1,,hidden/occluded/misaligned frame keeps previous stable grasp
189,7.833333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.730,0.188017,0.183123,1,,hidden/occluded/misaligned frame keeps previous stable grasp
190,7.875000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.163,0.183614,0.178345,1,,hidden/occluded/misaligned frame keeps previous stable grasp
191,7.916667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.238,0.180978,0.175590,1,,hidden/occluded/misaligned frame keeps previous stable grasp
192,7.958333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.928,0.181302,0.176122,1,,hidden/occluded/misaligned frame keeps previous stable grasp
193,8.000000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.348,0.184905,0.179544,1,,hidden/occluded/misaligned frame keeps previous stable grasp
194,8.041667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.145,0.186020,0.180813,1,,hidden/occluded/misaligned frame keeps previous stable grasp
195,8.083333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.342,0.184234,0.178854,1,,hidden/occluded/misaligned frame keeps previous stable grasp
196,8.125000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.911,0.179502,0.173611,1,,hidden/occluded/misaligned frame keeps previous stable grasp
197,8.166667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.142,0.169656,0.163280,1,,hidden/occluded/misaligned frame keeps previous stable grasp
198,8.208333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,17.447,0.162469,0.154781,1,,hidden/occluded/misaligned frame keeps previous stable grasp
199,8.250000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.045,0.148324,0.139374,1,,hidden/occluded/misaligned frame keeps previous stable grasp
200,8.291667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.913,0.136982,0.126376,1,,hidden/occluded/misaligned frame keeps previous stable grasp
201,8.333333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,19.054,0.129252,0.117831,1,,hidden/occluded/misaligned frame keeps previous stable grasp
202,8.375000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.392,0.127383,0.116566,1,,hidden/occluded/misaligned frame keeps previous stable grasp
203,8.416667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.230,0.127862,0.117265,1,,hidden/occluded/misaligned frame keeps previous stable grasp
204,8.458333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.135,0.128835,0.118422,1,,hidden/occluded/misaligned frame keeps previous stable grasp
205,8.500000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.122,0.129561,0.119218,1,,hidden/occluded/misaligned frame keeps previous stable grasp
206,8.541667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.169,0.128901,0.118450,1,,hidden/occluded/misaligned frame keeps previous stable grasp
207,8.583333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.094,0.127935,0.117486,1,,hidden/occluded/misaligned frame keeps previous stable grasp
208,8.625000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,18.039,0.127268,0.116825,1,,hidden/occluded/misaligned frame keeps previous stable grasp
209,8.666667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,17.337,0.126836,0.117143,1,,hidden/occluded/misaligned frame keeps previous stable grasp
210,8.708333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,17.987,0.129273,0.119045,1,,hidden/occluded/misaligned frame keeps previous stable grasp
211,8.750000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.901,0.128232,0.118040,1,,hidden/occluded/misaligned frame keeps previous stable grasp
212,8.791667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,17.085,0.129690,0.120474,1,,hidden/occluded/misaligned frame keeps previous stable grasp
