frame,time,contact_u,contact_v,contact_source,contact_conf,contact_proxy_depth_m,object_ref_depth_m,contact_depth_offset_m,camera_x,camera_y,camera_z,mug_local_x,mug_local_y,mug_local_z,nearest_articraft_part,semantic_contact_part,nearest_vertex_index,nearest_vertex_dist_m_canonical,nearest_vertex_local_x,nearest_vertex_local_y,nearest_vertex_local_z,active_label,active_label_conf,active_part_u,active_part_v,handle_contact_selection,object_contact_event,hand_mug_contact_state,use_this_point_for_hand_attachment,use_previous_grasp_for_hand_attachment,rim_drinking_contact,hand_contact_u,hand_contact_v,hand_to_object_contact_px,hand_contact_3d_gap_m,hand_object_z_gap_m,hand_depth_alignment_needed,hand_contact_reason,vlm_visibility,vlm_visible_side,vlm_occlusion_reason,vlm_hand_contact_part,vlm_handle_contact,vlm_body_contact,vlm_rim_contact,vlm_constraint,vlm_confidence
144,5.958333,621.314,352.125,articraft_handle_mesh_nearest_active_hand,0.673383,3.633870,3.531499,0.102371,-0.046237,-0.019486,3.633870,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.673383,609.590,343.433,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.314,352.125,14.594,0.297961,0.294840,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
145,6.000000,621.183,352.110,articraft_handle_mesh_nearest_active_hand,0.665857,3.635113,3.522721,0.112392,-0.046577,-0.019529,3.635113,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.665857,609.406,343.367,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.183,352.110,14.667,0.298200,0.295047,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
146,6.041667,621.032,352.083,articraft_handle_mesh_nearest_active_hand,0.668360,3.636988,3.518240,0.118748,-0.046973,-0.019606,3.636988,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.668360,609.311,343.308,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.032,352.083,14.642,0.297799,0.294648,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
147,6.083333,620.870,352.037,articraft_handle_mesh_nearest_active_hand,0.669529,3.640140,3.525599,0.114541,-0.047416,-0.019737,3.640140,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.669529,609.409,343.200,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,620.870,352.037,14.473,0.295894,0.292788,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
148,6.125000,621.600,351.967,articraft_handle_mesh_nearest_active_hand,0.659025,3.644479,3.549864,0.094615,-0.045662,-0.019934,3.644479,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.659025,609.411,343.068,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.600,351.967,15.092,0.293350,0.289985,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
149,6.166667,621.422,351.957,articraft_handle_mesh_nearest_active_hand,0.654581,3.649064,3.555804,0.093260,-0.046162,-0.019984,3.649064,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.654581,609.202,342.856,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.422,351.957,15.236,0.290270,0.286809,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
150,6.208333,621.297,352.008,articraft_handle_mesh_nearest_active_hand,0.658190,3.653476,3.553043,0.100433,-0.046527,-0.019882,3.653476,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.658190,609.143,342.665,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.297,352.008,15.330,0.286924,0.283388,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
151,6.250000,621.309,351.715,articraft_handle_mesh_nearest_active_hand,0.659775,3.658705,3.553799,0.104906,-0.046565,-0.020641,3.658705,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.659775,609.197,342.412,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.309,351.715,15.272,0.283914,0.280363,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
152,6.291667,621.131,351.709,articraft_handle_mesh_nearest_active_hand,0.647596,3.662371,3.555843,0.106528,-0.047054,-0.020677,3.662371,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.647596,609.036,342.129,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.131,351.709,15.429,0.281564,0.277915,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
153,6.333333,619.959,351.650,articraft_handle_mesh_nearest_active_hand,0.658317,3.665544,3.570300,0.095244,-0.050021,-0.020840,3.665544,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.658317,608.916,341.781,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.959,351.650,14.810,0.278614,0.275180,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
154,6.375000,619.717,351.565,articraft_handle_mesh_nearest_active_hand,0.661541,3.667419,3.572439,0.094980,-0.050650,-0.021063,3.667419,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.661541,608.781,341.555,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.717,351.565,14.826,0.277685,0.274230,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
155,6.416667,619.013,350.665,articraft_handle_mesh_nearest_active_hand,0.659027,3.668882,3.571374,0.097508,-0.052431,-0.023320,3.668882,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.659027,608.730,341.289,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.013,350.665,13.916,0.277774,0.274661,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
156,6.458333,619.730,350.577,articraft_handle_mesh_nearest_active_hand,0.639983,3.669980,3.572023,0.097957,-0.050655,-0.023547,3.669980,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.639983,608.574,341.007,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.730,350.577,14.698,0.278342,0.274918,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
157,6.500000,619.537,350.521,articraft_handle_mesh_nearest_active_hand,0.640153,3.671545,3.584756,0.086789,-0.051159,-0.023698,3.671545,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.640153,608.282,340.768,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.537,350.521,14.893,0.277977,0.274460,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
158,6.541667,618.406,350.466,articraft_handle_mesh_nearest_active_hand,0.635126,3.672996,3.575075,0.097921,-0.054006,-0.023845,3.672996,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.635126,607.956,340.499,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.406,350.466,14.441,0.277045,0.273692,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
159,6.583333,618.194,350.424,articraft_handle_mesh_nearest_active_hand,0.621968,3.674749,3.589468,0.085281,-0.054564,-0.023962,3.674749,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.621968,607.671,340.222,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.194,350.424,14.656,0.277575,0.274129,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
160,6.625000,618.014,350.418,articraft_handle_mesh_nearest_active_hand,0.617583,3.676593,3.606180,0.070413,-0.055040,-0.023988,3.676593,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.617583,607.494,339.927,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.014,350.418,14.857,0.277576,0.274040,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
161,6.666667,619.440,351.892,articraft_handle_mesh_nearest_active_hand,0.627357,3.755328,3.615022,0.140306,-0.052573,-0.020732,3.755328,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.627357,607.319,339.660,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.440,351.892,17.221,0.202111,0.196069,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
162,6.708333,619.489,351.974,articraft_handle_mesh_nearest_active_hand,0.616406,3.754861,3.608399,0.146462,-0.052442,-0.020521,3.754861,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.616406,607.184,339.419,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.489,351.974,17.579,0.203782,0.197546,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
163,6.750000,619.276,351.902,articraft_handle_mesh_nearest_active_hand,0.621693,3.755163,3.615902,0.139261,-0.052992,-0.020707,3.755163,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.621693,607.145,339.204,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.276,351.902,17.561,0.204732,0.198528,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
164,6.791667,619.028,351.749,articraft_handle_mesh_nearest_active_hand,0.619735,3.752454,3.619072,0.133382,-0.053585,-0.021081,3.752454,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.619735,607.061,339.091,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.028,351.749,17.420,0.207777,0.201740,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
165,6.833333,618.460,351.395,articraft_handle_mesh_nearest_active_hand,0.624064,3.747819,3.621726,0.126093,-0.054970,-0.021959,3.747819,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.624064,606.970,338.895,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.460,351.395,16.979,0.213046,0.207405,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
166,6.875000,618.182,351.192,articraft_handle_mesh_nearest_active_hand,0.624367,3.742737,3.617119,0.125618,-0.055604,-0.022447,3.742737,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.624367,607.014,338.848,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.182,351.192,16.646,0.217813,0.212477,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
167,6.916667,617.966,351.068,articraft_handle_mesh_nearest_active_hand,0.625090,3.739868,3.615176,0.124692,-0.056111,-0.022747,3.739868,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.625090,607.080,338.817,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.966,351.068,16.388,0.221326,0.216211,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
168,6.958333,617.777,350.985,articraft_handle_mesh_nearest_active_hand,0.625352,3.739461,3.615606,0.123855,-0.056586,-0.022954,3.739461,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.625352,607.093,338.831,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.777,350.985,16.183,0.222230,0.217246,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
169,7.000000,618.600,350.018,articraft_handle_mesh_nearest_active_hand,0.625987,3.738985,3.625669,0.113316,-0.054484,-0.025413,3.738985,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.625987,607.238,338.869,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.600,350.018,15.918,0.223401,0.218566,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
170,7.041667,617.608,350.928,articraft_handle_mesh_nearest_active_hand,0.627121,3.744993,3.638540,0.106453,-0.057099,-0.023133,3.744993,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.627121,607.288,338.925,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.608,350.928,15.830,0.218348,0.213486,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
171,7.083333,617.551,350.913,articraft_handle_mesh_nearest_active_hand,0.626887,3.747527,3.634365,0.113162,-0.057285,-0.023187,3.747527,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.626887,607.271,338.924,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.551,350.913,15.793,0.217023,0.212153,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
172,7.125000,617.477,350.876,articraft_handle_mesh_nearest_active_hand,0.628044,3.750513,3.647820,0.102693,-0.057519,-0.023301,3.750513,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.628044,607.300,339.016,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.477,350.876,15.628,0.214836,0.210014,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
173,7.166667,617.380,350.835,articraft_handle_mesh_nearest_active_hand,0.628138,3.752141,3.645131,0.107010,-0.057792,-0.023415,3.752141,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.628138,607.265,339.083,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.380,350.835,15.506,0.214173,0.209403,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
174,7.208333,617.370,350.824,articraft_handle_mesh_nearest_active_hand,0.627880,3.753253,3.648848,0.104405,-0.057834,-0.023450,3.753253,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.627880,607.166,339.210,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.370,350.824,15.460,0.213652,0.208893,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
175,7.250000,617.364,350.820,articraft_handle_mesh_nearest_active_hand,0.629203,3.753491,3.648759,0.104732,-0.057854,-0.023463,3.753491,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.629203,607.192,339.327,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.364,350.820,15.348,0.214011,0.209321,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
176,7.291667,617.366,350.828,articraft_handle_mesh_nearest_active_hand,0.629384,3.752865,3.643223,0.109642,-0.057838,-0.023439,3.752865,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.629384,607.119,339.471,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.366,350.828,15.297,0.215591,0.210955,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
177,7.333333,617.380,350.849,articraft_handle_mesh_nearest_active_hand,0.638271,3.752244,3.641875,0.110369,-0.057792,-0.023380,3.752244,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.638271,607.123,339.605,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.380,350.849,15.220,0.217342,0.212778,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
178,7.375000,617.402,350.881,articraft_handle_mesh_nearest_active_hand,0.630281,3.751551,3.635343,0.116208,-0.057728,-0.023295,3.751551,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.630281,607.033,339.718,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.402,350.881,15.235,0.218830,0.214281,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
179,7.416667,617.408,350.907,articraft_handle_mesh_nearest_active_hand,0.630448,3.751941,3.637094,0.114847,-0.057717,-0.023232,3.751941,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.630448,606.996,339.813,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.408,350.907,15.214,0.219331,0.214800,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
180,7.458333,617.416,350.939,articraft_handle_mesh_nearest_active_hand,0.630449,3.752908,3.629632,0.123276,-0.057712,-0.023154,3.752908,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.630449,606.934,339.924,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.416,350.939,15.205,0.219161,0.214629,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
181,7.500000,617.422,350.983,articraft_handle_mesh_nearest_active_hand,0.629596,3.756466,3.645106,0.111360,-0.057750,-0.023065,3.756466,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.629596,606.850,339.963,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.422,350.983,15.271,0.216731,0.212116,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
182,7.541667,617.420,351.044,articraft_handle_mesh_nearest_active_hand,0.629446,3.760142,3.640228,0.119914,-0.057814,-0.022930,3.760142,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.629446,606.809,340.015,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.420,351.044,15.304,0.213515,0.208820,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
183,7.583333,617.437,351.142,articraft_handle_mesh_nearest_active_hand,0.629964,3.765294,3.638751,0.126543,-0.057848,-0.022711,3.765294,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.629964,606.818,340.067,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.437,351.142,15.343,0.209169,0.204368,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
184,7.625000,617.732,351.378,articraft_handle_mesh_nearest_active_hand,0.643662,3.770999,3.643319,0.127680,-0.057178,-0.022139,3.770999,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.643662,606.775,340.120,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.732,351.378,15.710,0.204052,0.198931,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
185,7.666667,617.482,351.305,articraft_handle_mesh_nearest_active_hand,0.629163,3.776186,3.645573,0.130613,-0.057900,-0.022358,3.776186,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.629163,606.774,340.160,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.482,351.305,15.455,0.199371,0.194296,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
186,7.708333,617.755,351.452,articraft_handle_mesh_nearest_active_hand,0.637216,3.780392,3.660490,0.119902,-0.057262,-0.022003,3.780392,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.637216,606.731,340.238,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.755,351.452,15.725,0.195577,0.190247,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
187,7.750000,617.457,351.297,articraft_handle_mesh_nearest_active_hand,0.630336,3.782277,3.658494,0.123783,-0.058059,-0.022415,3.782277,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.630336,606.735,340.270,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.457,351.297,15.380,0.194123,0.188970,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
188,7.791667,616.473,351.262,articraft_handle_mesh_nearest_active_hand,0.631060,3.783993,3.654611,0.129382,-0.060619,-0.022513,3.783993,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.631060,606.748,340.342,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.473,351.262,14.623,0.192291,0.187557,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
189,7.833333,616.539,351.348,articraft_handle_mesh_nearest_active_hand,0.630877,3.788722,3.661480,0.127242,-0.060524,-0.022321,3.788722,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.630877,606.722,340.366,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.539,351.348,14.730,0.188017,0.183123,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
